ja	en	zh-tw	zh-cn
新宿学園	Shinjuku Academy	新宿學園	新宿学园
新宿近辺	Shinjuku Area	新宿附近	新宿附近
新宿区	Distrito de Shinjuku	新宿區	新宿区
新宿区・神宿学園の３年生の生徒で、図書委員として活動している。古い本を好む愛書家で、普段はずっと学園旧校舎の図書館の管理を率先して引き受けている。他にその役目を引き受ける変わり者もおらず、彼はずっと古い本に埋もれて放課後を過ごしているらしい。独りで楽しめる様々な趣味を、好んで実践する。例えば料理には一家言あるようで、本を読みながら食べられるサンドイッチなどを手作りして持ち込んでいる姿がよく見られる。また、周りには隠しているが、詩を書くのが好き。余人には理解され辛いオリジナリティを持った創作者に対して、深い敬意を抱く。旧校舎の管理を任されているある教師とは、親交が深い。	"A third-year student at Shinjuku Academy who can usually be found working as a librarian in the old building behind the school. As an avid bookworm with a particular interest in older texts, he himself proposed that he take charge of the school library, and since nobody else is enough of an eccentric to join him, he spends most of his time after class alone in his forest of dusty tomes. He entertains a wide range of solitary hobbies, including an interest in cooking, and is often seen carrying handmade sandwiches and other easy-to-eat foods into the library to enjoy while he reads. Although embarrassed to admit it, he also has a great passion for writing poetry, and maintains a deep respect for artists and creators whose genius went unrecognized by those around them. He is very close to a certain teacher responsible for the old school building."	新宿區神宿學園的三年級生，以圖書委員的身分活動。喜歡古書的愛書人，平時一直待在學園舊校舍，負責管理圖書館。也沒有其他願意來接任此職位的人，因此在他放學之後的時光，似乎是一直埋在古書堆裡度過。樂於實踐各種能獨自享受的興趣。像是他對料理好像也有獨到的見解，經常能看見他帶著能在讀書時享用的料理－－像是親手做的三明治等進圖書館。雖然瞞著周遭的人，其實他喜歡寫詩。對於擁有獨創性、而卻難以被他人理解的創作者，抱持深厚的敬意。與委任他管理舊校舍的老師交情深厚。	新宿区神宿学园三年级的学生，担任图书管理员。爱好阅读旧书刊，平时总会率先接受学园旧教学楼图书馆的管理工作。也没有其他什么想法奇特的人来接手这这些事，所以放学后，他似乎会一直把自己埋在旧书堆里。他喜好做那些能独自享受的事。比如他对烹饪有些独特的见解，常有人会看到他做了能边读书边享用的三明治带去图书馆。此外，他还爱好作诗，但周围的人似乎并不知道这一点。对于那些普通人无法理解的作家们，他都会心怀深深的敬意。某位负责管理旧教学楼的老师和他走得很近。
新宿区に在る神宿学園二年生。実親に教えを受けた格闘の技を誇り、拳一つで生きていく事を誓う男子高校生。地下格闘パーティで盛り上がる池袋に授業をエスケープして出没する。本居シロウの幼馴染。趣味は山籠もりの修行で、山好きと相性が良い。	A second-year student at Shinjuku Academy in Shinjuku Ward. He was taught martial arts by his parents and he takes great pride in it. He has sworn to live by the fist and skips school to make his way to Ikebukuro and party it up at the underground Colosseum. He grew up with Shiro Motoori. His hobbies include training in the mountains so he has a soft spot for people who like the mountains.	就讀新宿區神宿學園二年級，是一名男高中生，從親生父母身上習得格鬥技巧，並以此為榮，發誓這輩子要靠拳頭活下去。經常翹課，出沒於盛行地下格鬥派對的池袋，是本居志朗的童年玩伴。興趣是到山裡修行，和喜歡山的人能相處融洽。	位于新宿区的神宿学园的二年级学生。以亲生父母传授的格斗技为傲，立誓要靠一双拳头活下去的男高中生。逃学出入地下格斗派对盛行的池袋。本居志朗的童年玩伴。兴趣是隐居在山中修行，和喜欢山的人很合得来。
新宿周辺	Shinjuku Area	新宿周邊	新宿附近
新宿西口	Shinjuku West Gate	新宿西口	新宿西口
新宿地下街	Subterranean Shinjuku	新宿地下街	新宿地下街
新宿中央公園	Parque Central de Shinjuku	新宿中央公園	新宿中央公园
新宿東南口	Shinjuku South East Gate	新宿東南口	新宿东南口
新宿崩壊～？	Shinjuku Ruins - ?	新宿崩壞～？	新宿崩坏～？
新春！猪武者と厄払い\n復刻 オリエント・ニューイヤー	Year of the Wildest Boar\nYear of the Guardian Dog (Re-release)	新春！豬武士與消災解厄\n復刻 狛犬的新年	新春！猪武者与驱邪\n复刻 狛犬的新年
新春！猪武者と厄祓い エピローグ	Year of the Wildest Boar (Epilogue)	新春！豬武士與消災解厄 終章	新春！猪武者与驱邪 尾声
新春！猪武者と厄祓い おまけ	Year of the Wildest Boar (Extra)	新春！豬武士與消災解厄 番外篇	新春！猪武者与辟邪消灾 番外篇
新春！猪武者と厄祓い プロローグ(後)	Year of the Wildest Boar (Prologue) - Part 2	新春！豬武士與消災解厄 序章（後）	新春！猪武者与驱邪 序曲（下）
新春！猪武者と厄祓い プロローグ(前)	Year of the Wildest Boar (Prologue) - Part 1	新春！豬武士與消災解厄 序章（前）	新春！猪武者与驱邪 序曲（上）
新春！猪武者と厄祓い１(後)	Year of the Wildest Boar (1) - Part 2	新春！豬武士與消災解厄１（後）	新春！猪武者与驱邪1（下）
新春！猪武者と厄祓い１(前)	Year of the Wildest Boar (1) - Part 1	新春！豬武士與消災解厄１（前）	新春！猪武者与驱邪1（上）
新春！猪武者と厄祓い２(後)	Year of the Wildest Boar (2) - Part 2	新春！豬武士與消災解厄２（後）	新春！猪武者与驱邪2（下）
新春！猪武者と厄祓い２(前)	Year of the Wildest Boar (2) - Part 1	新春！豬武士與消災解厄２（前）	新春！猪武者与驱邪2（上）
新春！猪武者と厄祓い３(後)	Year of the Wildest Boar (3) - Part 2	新春！豬武士與消災解厄３（後）	新春！猪武者与驱邪3（下）
新春！猪武者と厄祓い３(前)	Year of the Wildest Boar (3) - Part 1	新春！豬武士與消災解厄３（前）	新春！猪武者与驱邪3（上）
新人ヒーローのお仕置き行脚/初級	Champion's Pilgrimage of Penitence - Novice	新進英雄的懲罰行腳／初級	新手英雄的惩罚之旅/初级
新人ヒーローのお仕置き行脚/上級	Champion's Pilgrimage of Penitence - Advanced	新進英雄的懲罰行腳／上級	新手英雄的惩罚之旅/高级
新人ヒーローのお仕置き行脚/中級	Champion's Pilgrimage of Penitence - Intermediate	新進英雄的懲罰行腳／中級	新手英雄的惩罚之旅/中级
新人ヒーローのお仕置き行脚/超ド級	Champion's Pilgrimage of Penitence - Extreme	新進英雄的懲罰行腳／超猛級	新手英雄的惩罚之旅/究级
新人ヒーローのお仕置き行脚/超級	Champion's Pilgrimage of Penitence - Elite	新進英雄的懲罰行腳／超級	新手英雄的惩罚之旅/超级
新人ヒーローのお仕置き行脚/伝説級	Champion's Pilgrimage of Penitence - Legendary	新進英雄的懲罰行腳／傳說級	新手英雄的惩罚之旅/神级
新人ヒーローのお仕置き行脚/入門級	Champion's Pilgrimage of Penitence - Introductory	新進英雄的懲罰行腳／入門級	新手英雄的惩罚之旅/入门级
新人レスラーの特訓メニュー/初級	Wrestler's Training - Novice	新進摔角手的特訓菜單／初級	新人摔跤手的特训项目/初级
新人レスラーの特訓メニュー/上級	Wrestler's Training - Advanced	新進摔角手的特訓菜單／上級	新人摔跤手的特训项目/高级
新人レスラーの特訓メニュー/中級	Wrestler's Training - Intermediate	新進摔角手的特訓菜單／中級	新人摔跤手的特训项目/中级
新人レスラーの特訓メニュー/超ド級	Wrestler's Training - Extreme	新進摔角手的特訓菜單／超猛級	新人摔跤手的特训项目/究级
新人レスラーの特訓メニュー/超級	Wrestler's Training - Elite	新進摔角手的特訓菜單／超級	新人摔跤手的特训项目/超级
新人レスラーの特訓メニュー/伝説級	Wrestler's Training - Legendary	新進摔角手的特訓菜單／傳說級	新人摔跤手的特训项目/神级
新年！おせち？とお賽銭/上級	New Year's Meals and Offerings - Advanced	新年！年菜？還有香油錢/上級	新年！年节菜？和香油钱/高级
新年！おせち？とお賽銭/初級	New Year's Meals and Offerings - Novice	新年！年菜？還有香油錢/初級	新年！年节菜？和香油钱/初级
新年！おせち？とお賽銭/神話級	New Year's Meals and Offerings - Mythical	新年！年菜？還有香油錢/神話級	新年！年节菜？和香油钱/神话级
新年！おせち？とお賽銭/中級	New Year's Meals and Offerings - Intermediate	新年！年菜？還有香油錢/中級	新年！年节菜？和香油钱/中级
新年！おせち？とお賽銭/超級	New Year's Meals and Offerings - Elite	新年！年菜？還有香油錢/超級	新年！年节菜？和香油钱/超级
新年！おせち？とお賽銭/超ド級	New Year's Meals and Offerings - Extreme	新年！年菜？還有香油錢/超猛級	新年！年节菜？和香油钱/究级
新年！おせち？とお賽銭/伝説級	New Year's Meals and Offerings - Legendary	新年！年菜？還有香油錢/傳說級	新年！年节菜？和香油钱/传说级
新年！お百度？参り/初級	Visit to the Shrine - Novice	新年！百次？參拜/初級	新年！百次？参拜/初级
新年！お百度？参り/上級	Visit to the Shrine - Advanced	新年！百次？參拜/上級	新年！百次？参拜/高级
新年！お百度？参り/中級	Visit to the Shrine - Intermediate	新年！百次？參拜/中級	新年！百次？参拜/中级
新年！お百度？参り/超ド級	Visit to the Shrine - Extreme	新年！百次？參拜/超猛級	新年！百次？参拜/究极
新年！お百度？参り/超級	Visit to the Shrine - Elite	新年！百次？參拜/超級	新年！百次？参拜/超级
新年！お百度？参り/伝説級	Visit to the Shrine - Legendary	新年！百次？參拜/傳說級	新年！百次？参拜/神级
新年！お百度？参り/入門級	Visit to the Shrine/Beginner	新年！百次？參拜/入門級	新年！百次？参拜/入门级
新年！挨拶？参り/初級	Shrine Visit - Novice	新年！問候？參拜／初級	新年！问候？参拜/初级
新年！挨拶？参り/上級	Shrine Visit - Advanced	新年！問候？參拜／上級	新年！问候？参拜/高级
新年！挨拶？参り/中級	Shrine Visit - Intermediate	新年！問候？參拜／中級	新年！问候？参拜/中级
新年！挨拶？参り/超ド級	Shrine Visit - Extreme	新年！問候？參拜／超猛級	新年！问候？参拜/究级
新年！挨拶？参り/超級	Shrine Visit - Elite	新年！問候？參拜／超級	新年！问候？参拜/超级
新年！挨拶？参り/伝説級	Shrine Visit - Legendary	新年！問候？參拜／傳說級	新年！问候？参拜/神级
新米トナカイ教師	Trainer of Greenhorns	新進馴鹿教師	新手驯鹿教师
深く考える事が何より苦手、命令される事、誰かに大事な何かを任せてもらえる事にとても喜ぶ「忠犬」気質の「転光生」。池袋ギルドの出入り口を守る門番である。考えが足りないために、多くのトラブルを巻き起こし、口さが無い者からは「駄犬」呼ばわりされる。しかし、任せられた拠点を守り抜くという一点においては、最高の番犬としての素質を持つ。同じ番犬に対しては、ライバルとして敵意を隠さない。	"This Transient is not good at thinking too deeply. He is a loyal dog who loves being depended on and thus ordered to do something important. He presently acts as gatekeeper to the Ikebukuro Guild. Because he doesn't think much, he causes a lot of trouble and some abrasive types have taken to labeling him a useless mutt. However, when it comes to holding down the fort, he is a guardian of the highest caliber. He openly displays his hostility toward rival guard dogs of a similar nature."	最不擅長思考，受到命令和被交付重大任務時，會感到非常高興，是具有「忠狗」特質的「轉光生」，擔任池袋公會出入口的守門者。由於不加思索，常常造成許多麻煩，會被比較尖酸刻薄的人罵「笨狗」。不過，在守護據點這一點上，具有看門狗的絕佳特質。對於同樣是看門狗的人，無法隱藏自己的敵意。	将深入思考视作最困难的事情，在接到他人命令或有人将重要的事物交付给自己时，会感到非常高兴的“忠犬”气质“转光生”。守护池袋公会出入口的守门犬。由于思考不足，会引发许多问题，被不积口德的人称作“笨狗”。不过，因为能够绝对守护交托给它的据点，具有最优秀的守门犬素质。会将其他守门犬视作竞争对手，毫不掩饰敌意。
深く潜る者	Deep Diver	深潛者	深潜者
深海に宴す者	Undersea Celebrant	深海設宴者	深海宴会者
深淵に触れる者	The Abyssal	接觸深淵者	触及深渊者
深淵の海の戦士	Profound Macamore	深淵的海之戰士	深渊的海之战士
深淵の奏で手	Profound Bard	深淵的演奏者	深渊的演奏者
深淵の門番の破片	Shard of the Abyssal Gatekeeper	深渊守门人的碎片	深淵守門人的碎片
申請する	Send request.	申請	申请
真面目な委員長	Diligent Rep	認真的班長	认真负责的班长
真夜中のお絵かきセット集め！/初級	Midnight Drawing Set Meetup! - Novice	深夜蒐集畫具組！/初級	在深夜收集绘画套装！/初级
真夜中のお絵かきセット集め！/上級	Midnight Drawing Set Meetup! - Advanced	深夜蒐集畫具組！/上級	在深夜收集绘画套装！/高级
真夜中のお絵かきセット集め！/神話＋級	Midnight Drawing Set Meetup! - Mythical+	深夜蒐集畫具組！/神話級+	在深夜收集绘画套装！/神话级+
真夜中のお絵かきセット集め！/神話級	Midnight Drawing Set Meetup! - Mythical	深夜蒐集畫具組！/神話級	在深夜收集绘画套装！/神话级
真夜中のお絵かきセット集め！/中級	Midnight Drawing Set Meetup! - Intermediate	深夜蒐集畫具組！/中級	在深夜收集绘画套装！/中级
真夜中のお絵かきセット集め！/超ド級	Midnight Drawing Set Meetup! - Extreme	深夜蒐集畫具組！/超猛級	在深夜收集绘画套装！/究级
真夜中のお絵かきセット集め！/超級	Midnight Drawing Set Meetup! - Elite	深夜蒐集畫具組！/超級	在深夜收集绘画套装！/超级
真夜中のお絵かきセット集め！/伝説級	Midnight Drawing Set Meetup! - Legendary	深夜蒐集畫具組！/傳說級	在深夜收集绘画套装！/传说级
真夜中のパンダ焼き集め！/初級	Midnight Panda Cake Meetup! - Novice	深夜蒐集熊貓燒！/初級	在深夜收集熊猫烧！/初级
真夜中のパンダ焼き集め！/上級	Midnight Panda Cake Meetup! - Advanced	深夜蒐集熊貓燒！/上級	在深夜收集熊猫烧！/高级
真夜中のパンダ焼き集め！/神話＋級	Midnight Panda Cake Meetup! - Mythical+	深夜蒐集熊貓燒！/神話級+	在深夜收集熊猫烧！/神话级+
真夜中のパンダ焼き集め！/神話級	Midnight Panda Cake Meetup! - Mythical	深夜蒐集熊貓燒！/神話級	在深夜收集熊猫烧！/神话级
真夜中のパンダ焼き集め！/中級	Midnight Panda Cake Meetup! - Intermediate	深夜蒐集熊貓燒！/中級	在深夜收集熊猫烧！/中级
真夜中のパンダ焼き集め！/超ド級	Midnight Panda Cake Meetup! - Extreme	深夜蒐集熊貓燒！/超猛級	在深夜收集熊猫烧！/究级
真夜中のパンダ焼き集め！/超級	Midnight Panda Cake Meetup! - Elite	深夜蒐集熊貓燒！/超級	在深夜收集熊猫烧！/超级
真夜中のパンダ焼き集め！/伝説級	Midnight Panda Cake Meetup! - Legendary	深夜蒐集熊貓燒！/傳說級	在深夜收集熊猫烧！/传说级
神の器１	Vessels for Faith (1)	神之器1	神之器物1
神の器２	Vessels for Faith (2)	神之器2	神之器物2
神の器３	Vessels for Faith (3)	神之器3	神之器物3
神の器４	Vessels for Faith (4)	神之器4	神之器物4
神格持つ者	Demi God	具神格者	具有神格者
神格持つ者に特攻	Bonus damage against Demi Gods	對具神格者有加乘效果	对具有神格的人发动特别攻击
神器とは別に、主君の権能により創造され与えられた竜鎧アジ・ダハーカを右手と一体化している。彼女は自分を変わり者だと思っているが、この東京では周囲に更なる奇人変人が多すぎて、突っ込み役に回る事が多い。本人は無意識ではあるが、何をしても華があり、演劇関係者から熱い勧誘を受けると共に、幼い女の子から憧れの目を向けられることがしばしば。そして己の考えを他者に無自覚に強制し、一方的に裁きを下すような相手を苦手とする。	"Aside from her Sacred Artifact, she also has the dragon armor Azhdahak, created through her lord's Rule, fused to her right arm. She sees herself as a weirdo, but here in Tokyo, there are many others much weirder than she, painting her as the sensible one more often than not. Though she doesn't do it intentionally, every single one of her movements is graceful. The drama club continually tries to recruit her and many young girls shower her with longing gazes. She dislikes people who are judgmental and try to push their views on others."	除了神器以外，主君用權能創造並贈予她的龍鎧「阿茲・達哈卡」與她的右手化為一體。雖然她認為自己是異類，不過因為在東京的周遭有太多奇人異士，她經常擔任吐槽的角色。本人雖然沒有自覺，但舉手投足相當華美，不僅受到話劇相關人士的熱烈邀請，也經常有小女孩投以憧憬的目光。不擅長應付不自覺地把自己的想法強加於他人之上、單方面裁量他人的人。	除了神器之外，还被授予由主君权能创造出的龙铠阿兹·达哈卡，与其右手融为一体。虽然她觉得自己是一个怪人，但由于在东京，她身边有太多比她更奇葩的奇人怪人，所以经常充当吐槽的角色。虽然她本人并没有意识到，但她无论做什么都很有魅力，不仅经常受到戏剧相关人员的热烈邀请，还被年幼的女孩子们投来憧憬的目光。不擅长应付不自觉地将自己的意识强加给他人、单方面作出裁决的人。
神器の強化に使う通貨	Required to upgrade Sacred Artifact.	使用於強化神器的貨幣	用于强化神器的货币
神殺し	God Slayer	弒神者	弑神者
神社	Shrine	神社	神社
神宿の図書委員	Shinjuku Librarian	神宿的圖書委員	神宿图书管理员
神宿学園	Shinjuku Academy	神宿學園	神宿学园
神宿学園～山脈	Shinjuku Acad. - Mountains	神宿學園～山脈	神宿学园～山脉
神宿学園～箱根山	Shinjuku Academy - Hakone	神宿學園～箱根山	神宿学园~箱根山
神宿学園３年生、異世界タカマガハラ出身の「転光生」。捉えどころのない振舞いをし、気怠げな微笑を常に浮かべている。歌舞伎町ギルド・アウトローズの夜の帝王と呼ばれる、学生カリスマホストである。ギルドマスターの補佐役にして、不夜城たる街の顔役として知られるが、昼はずっと寝ているため全く頼りにならない。一流のホストとして、そして「同じく誰かの影となる事を選んだ者」として、色恋の騒ぎばかり起こす者に対し当たりが厳しい。	"This third-year Shinjuku Academy student hails from Takamagahara and is the acting guild master of the Outlaws. Enigmatic in his words and actions, and with his face always masked by a languid half-smile, few could guess at his true intentions, or even tell if he is friend or foe. Despite still being enrolled in high school, he is a suave and seductive host who rules the neon streets of Kabukicho after sundown as the King of Night. His nocturnal activities take their toll, however, and he can rarely keep appointments as he spends most of the daytime sleeping. Both his mastery of hosting and his choice to become the shadow to someone else's light mean that he has little tolerance for those whose romantic misadventures cause trouble for others."	神宿學園三年級，來自異世界高天原的「轉光生」。舉止令人難以捉摸，並常露出慵懶的微笑。被稱為歌舞伎町公會亡命之徒的夜之帝王，是一位充滿魅力的學生男公關。因身為公會會長的輔佐，以及不夜城街上的代表而出名，但早上都在睡覺一點都不可靠。身為一流男公關，同時也是「選擇成為某人的影子之人」，對於常以情愛之事起鬨的人非常嚴厲。	神宿学园的3年级生，异世界高天原出身的“转光生”。为人难以捉摸，嘴上经常挂着懒洋洋的微笑。被称为歌舞伎町公会法外者的夜之帝王，学生头牌牛郎。虽然是公会会长的助手，也是代表着不夜城的人物，但白天几乎都在睡觉而完全靠不住。作为一流牛郎，也作为“选择成为同一某人影子的人”，对于经常引起桃色骚乱的人十分严格。
神宿学園に通うとある生徒と同じ名を名乗る、孤高の「転光生」剣士。絶望的な戦場こそ己が生きる場所とうたう傾奇者にして、己の想いに忠実に生きたために「愛する者に道を外させてしまった」悲しみを背負う者。契約には非常にうるさく、戦いの褒美をきっちり求める性格。刀のように背負っている、彼の「牙」たる「神器」は呪いに満ち満ちており、その必殺の「権能」により必ず狙った相手の首を打ち、冷酷に頭を落とす。自分は本来表舞台に立てる者ではないと考えており、その機会をくれる相手には敬意を示す。狸には逆らえないし、逆らわない。	"An independent swordsman who bears the same name as a certain student at Shinjuku Academy. This wandering eccentric of a samurai feels at home in the desperation of the battlefield, and bears the sadness of being pulled from his path by the one he loves so that he could live true to himself. He is the type to be extremely persistent about his contract, and expect prompt payment for his services. The Fang Sacred Artifact he carries on his back like a sword overflows with a curse, and his Rule allows him to hit the neck of his target without fail, mercilessly lopping off their head for an instant kill. He believes it his nature to stay on the sidelines, and so shows respect to those who allow him the chance at center stage. He cannot, and therefore will not, oppose a tanuki of any sort."	孤高的「轉光生」劍士，與某位就讀神宿學園的學生同名。是個認為自己應身處絕望戰場的怪人。因為忠於自己的想法，而「讓深愛之人走上歧途」，從此背負著那樣的悲傷。對契約非常挑剔，而且對戰鬥的獎賞錙銖必較。如刀般背在背上的「牙」之「神器」，充滿了詛咒的必殺「權能」，被盯上的敵人皆會被其冷酷地斬下頭顱。他認為自己本不應該出現在眾人面前，所以對於給他這種機會之人抱持敬意。無法忤逆狸貓，也不想忤逆。	孤高的“转光生”剑客，与新宿学园的某个学生同名。主张绝望的战场才是自己生活的地方的“倾奇者”，为了贯彻自己的想法，背负着“让爱的人离开”的悲伤。性格上对契约非常较真，对战斗会要求相应的奖赏。他扛着像刀一样的“神器”——“牙”，上面布满了诅咒，其必杀“权能”一定会劈断目标的脖子，冷酷地取下首级。认为自己是一个本来无法在公然场合活跃的人，因此对给予自己机会的人表示敬意。对狸猫没有抵抗，也没有意思抵抗。
神宿学園に務める、主人公たちのクラスの副担任教諭にして、煙の魔人の「転光生」。赤ジャージと竹刀がトレードマークの教え子たちへ熱血指導を行う。教え子たちへ非常に強い愛情を抱いている。非常に大雑把な性格、放任主義。同じ学園の同僚である、規律にうるさいトリトン教諭とは教育方針から性格までそりが合わず、水と油の関係である。同僚であり、また、主人公たちの担任である物部教諭に対しては、かくあるべき教師像の体現者として深い信頼と尊敬を寄せている。	"He is a smoke genie Transient who works at Shinjuku Academy as the assistant teacher of your class. He wears a tracksuit and carries around a bamboo sword to discipline students. He is usually carefree and allows his students freedom of spirit as well. His fellow teacher, Mr. Triton, is very particular about the school rules so they don't get along. On the other hand, he sees Mr. Mononobe as the ideal teacher."	在神宿學園工作，擔任主人公等人的班級副導師，是煙之魔人「轉光生」，標誌是紅色運動夾克和竹刀。會對學生進行熱血的指導，對學生抱有非常強烈的愛。個性非常粗枝大葉，採放任主義。和非常講究規矩的同校同事多利頓老師，從教育方針到個性都合不來，兩人水火不容。對一樣是同事，也是主人公等人導師的物部老師，則帶有極深的信任和尊敬，視其為教師的典範。	烟之魔人“转光生”，在神宿学园担任主人公班级的副班主任。穿戴着标志性的红色运动衫和竹刀，给学生进行热血指导。对学生怀有很强烈的爱。性格粗放，放任主义。与同为该校教师、纪律严格的特里同老师从教育方针到性格均南辕北辙，势同水火。认为同事中担任主人公班主任的物部老师是理想的教师典范，对其深感信赖及尊敬。
神宿学園の二年生。クラス委員長を務める、真面目な男子高校生。やや融通が利かないところがあるが、知識が幅広く、頭の回転が速い。オカルトマニアの一面あり。高伏ケンゴの幼馴染。愛書家であるが、本を読むことを手段とする者とは意外と相性が悪い。	A diligent second-year student from Shinjuku Academy who is also the representative of his class. He can be a bit stubborn but he has a wide range of knowledge and is highly intelligent. He loves the occult and is also a childhood friend of Kengo Takabushi. He's an avid reader but does not actually get along with people who rely on book-smarts.	神宿學園二年級學生，擔任班長，是個認真的男高中生。雖然有些不知變通，但知識淵博、腦筋靈活，也有熱衷於超自然的一面，是高伏健吾的兒時玩伴。雖然喜愛讀書，但出人意料，與把書本當工具的人處不來。	神宿学园二年级的学生。担任班长，老实认真的男高中生。虽然有些不讲情面，但知识渊博，头脑也很灵光，还是个超自然现象迷。与高伏健吾自幼相识。虽然很喜欢看书，但却意外地和那些将读书作为达成其他目的手段的人合不来。
神宿学園へ	To Shinjuku Academy	往神宿學園	前往神宿学园
神宿学園壊滅！	Shinjuku Academy Destroyed!	神宿學園毀滅！	神宿学园的毁灭！
神宿学園旧校舎	Prédio Antigo na Academia de Shinjuku	神宿學園舊校舍	神宿学园旧教学楼
神宿学園剣道場	Shinjuku Acad. Kendo Dojo	神宿學園劍道場	神宿学园剑道场
神宿学園図書館	Shinjuku Acad. Library	神宿學園圖書館	神宿学园图书馆
神宿学園二年生。のんびりとした、人当たりの良い男子高校生で、東京のほうぼうに知人友人を持つ。趣味は食べ歩き。シロウとケンゴのクラスメートであり、同じ班員である。意外と恋多き性格で、清楚な雰囲気を持つ相手に弱い。	A second-year high school student at Shinjuku Academy. He has many friends and acquaintances all over Tokyo and his hobby is wandering from restaurant to restaurant. He is Shiro and Kengo's classmate and is also in the same social group. He falls in love easily and likes anyone with an elegant demeanor.	神宿學園二年級學生，是個悠悠哉哉、待人和煦的男高中生，東京到處都有他的熟人朋友。興趣是邊走邊吃，跟志朗還有健吾是同班同學，也是同組成員，個性意外地多情，喜歡清純的類型。	神宿学园二年级的学生。慢性子、待人和善的男高中生，熟人朋友遍布东京。兴趣是边走边吃。是志朗和健吾的同班同学，也是同组成员。拥有让人意想不到的多情性格，对气质清纯的人招架不住。
神宿学園寮	Shinjuku Acad. Dorms	神宿學園宿舍	神宿学园学生宿舍
神宿高校野球部三年。部費不足に嘆く日々を送る中、「異界化」した山で行われる大会で豪華景品を獲得できる噂を聞きつける。何かと気に掛かる他校の「りぃさるうぇぽん」も参加することを知り、心を躍らせながらも、部員達に託された願いを抱え、優勝目指し大会に挑む。気心が知れた仲間に囲まれて山中で食らう弁当は、ほのぼのと温かく、昔を思い出し、思わず笑みが零れる。その思い出の一つ、金剛なる鬼の思いは、今なおシュテンの中に息づいている。	"A third-year student in the baseball club at Shinjuku Academy, he spends his days lamenting his club's lack of funding but hears a rumor of a fabulous prize being offered at a match on an otherworldly mountain. When he discovers that the Lethal Weapon of another school will also be participating, he throws down the gauntlet with victory as his goal, butterflies in his stomach, and the wishes of his teammates in his heart. The lunch he eats in the mountains, surrounded by his close friends, reminds him of the warmth and joy of days gone by, bringing out a smile. One of these memories, of an adamantine ogre, remains inside Shuten even now."	神宿高中棒球社三年級學生。每天苦於棒球社經費不足，聽到傳聞指出，在「異界化」的山中舉辨的大會裡，可以獲得豪華的獎品。知道留意已久的他校「致命武器」也要參加，內心感到雀躍的同時也身負社員們的期待，以大會第一名為目標。在山裡與志同道合的夥伴一起品嘗的便當相當溫暖，讓他想起往日回憶，不禁露出了笑容。其中，關於金剛之鬼的回憶，現在仍留存於酒吞的心中。	神宿高中棒球部三年级。每天都为社费不足而发愁，从别处听说参加“异界化”的山上举行的比赛可以获得丰厚的奖品。当得知他校那个让他有些在意的“致命武器”也将参赛，他在兴奋之余，也不忘部员对自己寄予的厚望，为夺冠而参赛。知心的伙伴围坐在山里享用温馨的便当，回首过去的岁月，不禁流露出灿烂的笑容。金刚恶魔就是回忆之一，至今仍活在酒吞之中。
神託の奴隷戦士	Gladiator of the Oracle	神諭的奴隸戰士	神谕的奴隶战士
神保町	Jinbocho	神保町	神保町
神力片を入手せよ！	Obtain Divine Fragments!	獲得神力碎片吧！	获取神力碎片吧！
身命を賭す者	Daredevil	賭上性命者	搏命者
辛苦に抗する者	Defier of Hardship	耐受辛苦者	饱受辛劳者
進学校に通い、剣道の腕で都内に知られる文武両道の高校生。文京区・本郷に拠点を構える学生シンクタンク集団のまとめ役。そしてバーサーカーズと同盟を結ぶ本郷ギルド・ワイズメンの幹部である。同じ血を、同じ遺伝子を引く事が確実である、ただ一人の弟だけを溺愛しているが、弟には非常にウザがられているのを悲しく思っている。彼はこの「転光生が現れて以降の東京」の過去と闇を識るが故に、血の繋がり以外の何も信用していない。	"A high school student who, while being known in Tokyo as a kendo strongarm and accomplished military and literary scholar, commutes to prep school. He acts as the manager of a student think-tank centered in Hongo, Bunkyo Ward. At the same time, he is a member of the upper echelons of the Hongo Wisemen, allies of the Berserkers. He adores doting on his one and only little brother, but is always saddened by being treated as an annoyance. Knowing the darkness from before the time when Transients appeared in Tokyo, he doesn't trust anything other than his blood-ties."	文武雙全的高中生，就讀於升學學校，劍道實力在東京都內無人不曉。統領著學生智庫集團，據點在文京區本鄉。是本鄉公會「賢者」的幹部，該公會與狂戰士締結同盟。因為明確擁有相同血統及基因，所以他對唯一一個弟弟非常溺愛，不過卻被弟弟覺得煩人，讓他感到相當悲傷。由於深知這個「轉光生出現後的東京」有怎樣的過去和黑暗，他除了血緣關係外什麼都不相信。	就读于重点高中，因剑道技艺而闻名东京，是一名文武双全的高中生。管理着以文京区·本乡为据点的学生智囊团。同时也是与狂暴战士结盟的本乡公会·贤者的干部。溺爱着确实继承同一血脉、同一基因的唯一的弟弟，但却因招弟弟厌烦而感到难过。他知晓这座“转光生出现后的东京”的过去和黑暗，所以除了血缘关系之外他什么也不相信。
進軍する者	Advancer	進軍者	行军者
進軍する者敵専用	Advancer (enemy ability)	進軍者（敵方專用）	进军者（敌方专用）
震わせる者	Shaker	震動者	震颤者
